"reassignments","bus_comp_hrs","priorities"
2,6.98,"Low"
1,145.65,"Low"
2,63.22,"Low"
1,154.12,"Low"
2,14.39,"Low"
2,9.83,"Low"
1,1.52,"Low"
0,0.57,"Medium"
1,23.28,"Medium"
1,37.77,"Low"
1,1.02,"Low"
2,0.98,"Low"
1,26.92,"Medium"
1,464.08,"Low"
1,91.9,"Medium"
1,0.7,"Medium"
1,9.6,"Low"
1,151.55,"Low"
0,4.02,"Medium"
1,5.92,"Low"
2,278.15,"Medium"
1,35.25,"Low"
1,6.74,"Medium"
1,1.23,"Low"
1,71.21,"Low"
1,0.7,"Medium"
1,0.45,"Low"
1,19.48,"Low"
1,0.05,"Low"
1,35.85,"Medium"
2,11.37,"Low"
3,274.75,"Medium"
1,80.88,"Low"
0,0.97,"Low"
1,0,"Low"
1,60.57,"Low"
1,4.03,"Low"
1,6.12,"Low"
1,3.3,"Low"
1,274.75,"Medium"
0,0,"Low"
0,0,"Low"
0,0,"Low"
0,0,"Low"
2,54.47,"Low"
1,0.87,"Low"
0,0.88,"Medium"
1,38.3,"Medium"
1,0.97,"Low"
0,1.67,"Low"
1,1,"Low"
1,0,"Medium"
0,157.47,"Low"
3,24.25,"Low"
2,21.77,"Medium"
0,0,"Low"
4,4.12,"Medium"
1,2.97,"Low"
1,0,"Low"
0,0,"Low"
2,5.3,"Low"
0,0,"Low"
1,8.27,"Low"
0,0,"Low"
0,0,"Low"
1,2.25,"Medium"
1,44.37,"Low"
0,0,"Low"
2,4.1,"Medium"
0,0,"Low"
1,1.53,"Low"
0,0,"Low"
1,637.98,"Low"
0,0,"Low"
1,14.85,"Medium"
0,0,"Low"
0,0,"Low"
0,0,"Low"
0,0,"Low"
0,0,"Low"
1,14.97,"Low"
1,14.82,"Low"
0,0,"Low"
0,0,"Low"
0,0,"Low"
0,0,"Low"
1,0,"Low"
0,6.03,"Low"
0,6.02,"Low"
0,6,"Low"
0,5.98,"Low"
0,5.97,"Low"
0,5.95,"Low"
0,5.95,"Low"
0,5.93,"Low"
0,5.93,"Low"
0,5.92,"Low"
0,5.9,"Low"
0,5.87,"Low"
0,5.83,"Low"
0,5.82,"Low"
0,5.77,"Low"
0,5.75,"Low"
0,5.73,"Low"
0,5.73,"Low"
0,5.7,"Low"
0,5.7,"Low"
0,5.6,"Low"
0,5.57,"Low"
0,5.57,"Low"
0,5.55,"Low"
0,5.55,"Low"
0,5.53,"Low"
0,5.52,"Low"
0,5.48,"Low"
0,5.48,"Low"
0,5.47,"Low"
0,5.45,"Low"
0,5.42,"Low"
0,5.4,"Low"
0,5.37,"Low"
0,5.23,"Low"
0,5.18,"Low"
0,5.13,"Low"
0,5.1,"Low"
1,0,"Low"
1,3.9,"Low"
0,3.85,"Low"
0,10.98,"Low"
1,0,"Medium"
0,34.25,"Low"
1,173.23,"Low"
0,0,"Low"
0,0,"Low"
0,0,"Low"
0,0,"Low"
1,318.52,"Medium"
0,0,"Low"
1,3.83,"Low"
1,4.22,"Medium"
0,0,"Low"
2,0,"Medium"
0,2.02,"Low"
0,38.67,"Low"
0,5,"Low"
0,4.97,"Low"
0,4.95,"Low"
0,7.92,"Low"
1,4,"Low"
1,23.38,"Low"
1,0.65,"Medium"
1,0,"Medium"
0,0,"Low"
0,8.35,"Low"
0,3.03,"Medium"
0,24.5,"Medium"
0,0,"Low"
1,334.87,"Medium"
2,14.08,"Medium"
0,3.02,"Medium"
0,24.5,"Medium"
1,0,"Low"
1,0,"Low"
1,0.95,"Low"
1,0,"Low"
0,0,"Low"
1,1.68,"Low"
0,0,"Low"
0,0,"Low"
1,2.9,"Medium"
1,0,"Low"
0,0.75,"Low"
0,0,"Medium"
0,0,"Medium"
1,5.4,"Low"
1,14.9,"Medium"
3,8.08,"Medium"
0,0,"Low"
1,3.65,"Low"
1,20.67,"Low"
0,14.8,"Low"
0,0.9,"Low"
0,0,"Low"
1,0,"Medium"
1,79.27,"Medium"
1,0,"Low"
1,82.52,"Low"
0,0,"Low"
1,0,"Low"
1,0,"Low"
1,0,"Low"
1,0,"Low"
1,0,"Low"
1,2.45,"Medium"
1,3.87,"Low"
1,0,"Low"
1,0,"Low"
1,43,"Low"
0,0.53,"Low"
0,0.72,"Low"
0,0.87,"Low"
0,11.92,"Low"
0,11.92,"Low"
0,11.9,"Low"
0,11.93,"Low"
0,11.67,"Low"
0,0,"Low"
0,11.22,"Low"
0,11.88,"Low"
0,11.67,"Low"
0,11.2,"Low"
0,11.68,"Low"
0,11.18,"Low"
0,11.95,"Low"
0,11.18,"Low"
0,11.17,"Low"
0,11.65,"Low"
0,11.17,"Low"
0,11.15,"Low"
0,11.13,"Low"
0,11.12,"Low"
0,11.88,"Low"
0,11.95,"Low"
0,0.02,"Low"
0,11.1,"Low"
0,11.07,"Low"
0,11.87,"Low"
0,11.95,"Low"
0,11.85,"Low"
0,0,"Low"
0,11.93,"Low"
0,11.48,"Low"
0,11.63,"Low"
0,11.72,"Low"
0,11.73,"Low"
0,11.83,"Low"
0,11.7,"Low"
0,11.83,"Low"
0,11.82,"Low"
0,11.8,"Low"
0,11.7,"Low"
0,20,"Low"
0,11.47,"Low"
0,0,"Low"
0,11.33,"Low"
0,11.78,"Low"
0,11.47,"Low"
0,11.77,"Low"
0,11.32,"Low"
0,11.45,"Low"
0,11.3,"Low"
0,11.45,"Low"
0,11.43,"Low"
0,11.28,"Low"
0,11.43,"Low"
0,11.37,"Low"
0,11.28,"Low"
0,11.42,"Low"
0,11.88,"Low"
0,11.27,"Low"
0,11.27,"Low"
0,11.35,"Low"
0,11.33,"Low"
0,11.25,"Low"
0,11.87,"Low"
0,11.37,"Low"
0,11.25,"Low"
0,11.33,"Low"
0,11.32,"Low"
0,11.3,"Low"
0,11.85,"Low"
0,11.28,"Low"
0,11.28,"Low"
0,11.37,"Low"
0,11.35,"Low"
0,11.85,"Low"
0,11.35,"Low"
0,11.75,"Low"
0,11.83,"Low"
0,11.75,"Low"
0,11.72,"Low"
0,20,"Low"
0,11.27,"Low"
0,11.72,"Low"
0,11.78,"Low"
0,11.7,"Low"
0,11.73,"Low"
0,11.68,"Low"
0,4.93,"Low"
0,4.92,"Low"
0,7.92,"Low"
0,4.9,"Low"
0,4.88,"Low"
1,0.7,"Medium"
1,687.03,"Low"
0,11.77,"Low"
0,11.68,"Low"
0,11.75,"Low"
0,11.67,"Low"
0,11.73,"Low"
0,11.25,"Low"
0,11.65,"Low"
0,11.63,"Low"
0,11.62,"Low"
0,11.72,"Low"
0,0,"Low"
0,0.02,"Low"
0,11.6,"Low"
0,11.7,"Low"
0,11.23,"Low"
0,11.7,"Low"
0,11.58,"Low"
0,11.68,"Low"
0,0,"Low"
0,11.67,"Low"
0,11.57,"Low"
0,11.65,"Low"
0,11.55,"Low"
0,11.6,"Low"
0,11.53,"Low"
0,20.25,"Low"
0,11.23,"Low"
0,11.63,"Low"
0,11.6,"Low"
0,11.52,"Low"
0,11.5,"Low"
0,11.5,"Low"
0,11.45,"Low"
0,11.58,"Low"
0,0,"Low"
0,11.57,"Low"
0,11.37,"Low"
0,11.35,"Low"
0,11.55,"Low"
0,11.3,"Low"
0,11.28,"Low"
0,11.28,"Low"
0,11.27,"Low"
0,11.22,"Low"
0,11.32,"Low"
0,0,"Low"
0,11.23,"Low"
0,11.22,"Low"
0,11.22,"Low"
0,11.53,"Low"
0,11.25,"Low"
0,11.18,"Low"
0,11.45,"Low"
0,11.15,"Low"
0,11.53,"Low"
0,11.37,"Low"
0,11.17,"Low"
0,11.2,"Low"
0,11.52,"Low"
0,11.42,"Low"
0,11.1,"Low"
0,11.05,"Low"
0,11.5,"Low"
0,11.1,"Low"
0,10.82,"Low"
0,10.8,"Low"
0,3.52,"Low"
0,10.67,"Low"
0,4.28,"Low"
0,11.2,"Low"
0,3.45,"Low"
0,3.42,"Low"
0,3.45,"Low"
2,3.62,"Medium"
0,3.95,"Low"
1,2.88,"Medium"
1,0,"Low"
1,0.95,"Medium"
0,0,"Low"
0,4.22,"Low"
0,4.2,"Low"
0,3.4,"Low"
0,2.32,"Low"
0,3.35,"Low"
0,3.48,"Low"
0,2.23,"Low"
0,3.47,"Low"
0,2.08,"Low"
0,4.18,"Low"
0,2.12,"Low"
0,2.05,"Low"
0,3.28,"Low"
0,1.92,"Low"
0,1.78,"Low"
0,1.75,"Low"
0,3.43,"Low"
0,2.2,"Low"
0,1.08,"Low"
0,1.05,"Low"
0,1.03,"Low"
0,3.32,"Low"
0,0.98,"Low"
0,0.97,"Low"
0,0.92,"Low"
0,0.88,"Low"
0,0.87,"Low"
0,0.83,"Low"
0,2.28,"Low"
0,0.78,"Low"
0,0.82,"Low"
0,1.33,"Low"
0,1.73,"Low"
0,1,"Low"
0,1.7,"Low"
0,1.27,"Low"
0,1.97,"Low"
0,1.18,"Low"
0,1.13,"Low"
0,0.02,"Low"
0,0,"Low"
0,0,"Low"
0,0,"Low"
0,0,"Low"
1,0,"Low"
1,240,"Low"
0,0.97,"Low"
1,11.87,"Low"
1,16.52,"Low"
0,0,"Low"
1,439.03,"Low"
1,0,"Low"
2,16.52,"Medium"
1,0,"Medium"
0,0.37,"Medium"
1,27.4,"Low"
1,0,"Medium"
0,0,"Low"
1,44.08,"Low"
0,0,"Low"
0,73.13,"Low"
0,0,"Low"
0,0,"Low"
0,0,"Low"
0,1.67,"Low"
1,0,"Medium"
0,0.98,"Low"
1,0.98,"Low"
1,3.42,"Medium"
0,3,"Medium"
0,17.57,"Medium"
0,17.53,"Medium"
0,42.48,"Low"
0,1.8,"Low"
1,194.15,"Low"
0,7.88,"Medium"
1,6.87,"Low"
0,0.95,"Low"
1,27.63,"Low"
1,0.8,"Medium"
1,1.33,"Medium"
0,0.98,"Medium"
1,1.1,"Medium"
1,1.37,"Low"
2,37.95,"Medium"
1,85.43,"Low"
1,20.98,"Low"
1,8.44,"Medium"
1,1.65,"Medium"
1,1.23,"Low"
0,209.15,"Low"
1,123.93,"Medium"
2,4.33,"Low"
1,0.38,"Low"
1,8.06,"Low"
1,45.35,"Medium"
1,65.19,"Low"
1,1,"Low"
1,21.05,"Medium"
1,2.8,"Low"
2,75.46,"Medium"
1,7.4,"Low"
1,2.17,"Low"
1,617.75,"Medium"
1,10.3,"Low"
1,5.28,"Low"
3,124.25,"Low"
1,1.6,"Low"
1,1.78,"Low"
1,8.03,"Low"
0,23.35,"Low"
1,0.72,"Medium"
2,225.1,"Medium"
1,82.66,"Low"
1,0.43,"Medium"
2,2.07,"Low"
1,1.42,"Medium"
1,1.1,"Medium"
1,1.13,"Low"
0,1.88,"Low"
1,1.12,"Low"
1,138.4,"Low"
1,4.23,"Low"
0,0.97,"Low"
2,24.38,"Low"
1,1.15,"Low"
1,0.48,"Medium"
1,1.62,"Low"
1,1.93,"Medium"
1,2.88,"Low"
1,114.01,"Medium"
0,14.92,"Low"
1,0.98,"Low"
1,184.65,"Low"
0,14.08,"Low"
0,14,"Low"
0,13.98,"Low"
0,1.43,"Low"
0,13.97,"Low"
1,7.9,"Low"
1,127.27,"Medium"
1,26.45,"Medium"
3,34.45,"Low"
1,0.48,"Low"
1,1.3,"Medium"
1,65.33,"Medium"
1,1.78,"Low"
1,7.44,"Low"
3,3.33,"Medium"
1,9.28,"Low"
1,67.18,"Low"
1,2.32,"Medium"
1,0.92,"Medium"
0,379.94,"Medium"
1,13.15,"Low"
1,23,"Low"
3,45.33,"Low"
1,254,"Medium"
0,6.08,"Low"
1,5.95,"Low"
1,6,"Low"
1,498.72,"Low"
0,3.6,"Low"
0,31.32,"Low"
1,20.78,"Medium"
1,14.82,"Medium"
1,0.55,"Low"
1,3.5,"Low"
1,28.57,"Low"
2,7.08,"Low"
2,10.5,"Medium"
0,1.06,"Low"
1,13.72,"Low"
0,1.73,"Low"
1,123.91,"Medium"
1,1.28,"Low"
1,140,"Medium"
0,29.65,"Low"
0,31.07,"Low"
1,1.43,"Medium"
1,1.37,"Low"
2,4.6,"Low"
1,8.35,"Medium"
1,41.63,"Low"
2,8.37,"Medium"
0,334.4,"Low"
1,274.72,"Low"
1,6.42,"Low"
1,230,"Low"
1,0.75,"Low"
1,501.97,"Low"
1,0.88,"Low"
1,2.48,"Medium"
1,6.25,"Medium"
0,5.48,"Low"
1,2.38,"Low"
1,64.98,"Low"
0,0.77,"Low"
1,496.8,"Low"
1,1.35,"Low"
1,16.43,"Low"
3,18.53,"Low"
0,1.52,"Low"
1,14.53,"Low"
2,88.72,"Low"
1,2.78,"Low"
4,50.47,"Low"
1,12.55,"Medium"
0,10.18,"Medium"
0,10.18,"Medium"
1,779.43,"Low"
1,1.48,"Low"
1,1.67,"Medium"
2,97.95,"Medium"
1,8.67,"Medium"
1,2.12,"Low"
3,201.03,"Medium"
0,0,"Low"
0,0.77,"Low"
1,463.6,"Low"
0,0.77,"Low"
0,2.33,"Low"
0,0.23,"Low"
0,0.77,"Low"
2,3.02,"Low"
1,392.58,"Medium"
1,8.28,"Low"
1,45.18,"Low"
0,0.2,"Low"
0,0.18,"Low"
0,0,"Low"
0,0.02,"Low"
0,0.03,"Low"
0,0.03,"Low"
0,0.05,"Low"
0,0.05,"Low"
1,1.62,"Medium"
1,1.6,"Low"
2,44.67,"Medium"
1,1.57,"Low"
1,1.88,"Low"
0,12.75,"Low"
1,30.35,"Medium"
0,0.78,"Low"
0,0.7,"Low"
0,2.95,"Low"
0,1.23,"Low"
1,436.25,"Low"
0,34.7,"Low"
2,89.73,"Medium"
1,89.7,"Medium"
0,4.78,"Low"
0,44.41,"Low"
1,0.85,"Low"
1,0.38,"Medium"
0,45.68,"Low"
1,19.98,"Medium"
1,1.82,"Low"
1,1.55,"Low"
1,1.4,"Low"
1,360.15,"Medium"
1,1.43,"Low"
3,18.83,"Medium"
1,1.12,"Low"
0,12.15,"Low"
0,4.23,"Low"
0,17.7,"Low"
1,0.57,"Medium"
2,0.53,"Medium"
0,0.03,"Low"
1,0.87,"Low"
1,128.27,"Low"
1,10.67,"Low"
2,75.25,"Low"
1,0.18,"Medium"
1,15.74,"Medium"
1,3.28,"Low"
2,94.73,"Medium"
3,26.2,"Medium"
1,1.52,"Low"
2,2.25,"Medium"
1,1.23,"Low"
1,1,"Low"
0,2.17,"Low"
1,24.6,"Low"
1,1.85,"Low"
0,0.7,"Low"
3,71.22,"Low"
1,6.92,"Medium"
1,23.49,"Medium"
1,258.71,"Low"
0,18.75,"Low"
1,63.21,"Low"
1,6,"Medium"
1,16.09,"Medium"
1,1.97,"Low"
1,1.52,"Low"
2,0.47,"Medium"
1,5.99,"Low"
1,0.37,"Medium"
1,1.3,"Low"
1,0.48,"Low"
1,20.93,"Low"
0,0.72,"Low"
1,20.88,"Low"
1,5.31,"Medium"
0,3.9,"Low"
0,42.42,"Low"
0,3.9,"Low"
0,3.87,"Low"
0,3.85,"Low"
1,296.85,"Medium"
2,178.44,"Low"
2,12.3,"Low"
1,6.15,"Medium"
1,7.46,"Low"
1,15.92,"Low"
1,92.9,"Medium"
1,2.42,"Low"
0,26.47,"Medium"
1,8.09,"Medium"
2,5.5,"Low"
1,1.63,"Low"
1,0.38,"Medium"
1,0.35,"Medium"
0,26.17,"Medium"
1,125.55,"Low"
1,61.73,"Low"
1,0.6,"Low"
1,15.79,"Low"
1,7.2,"Low"
1,8,"Low"
3,15.92,"Medium"
2,1.28,"Low"
1,452.77,"Low"
1,8.53,"Medium"
1,3.57,"Medium"
NA,NA,NA
0,1.95,"Low"
1,15.16,"Low"
0,0,"Low"
1,7.8,"Low"
1,13.87,"Low"
0,1.37,"Low"
1,15.9,"Medium"
2,255.07,"Medium"
0,0,"Low"
0,1.23,"Low"
1,0,"Low"
1,10,"Low"
1,1.27,"Medium"
3,252.48,"Medium"
1,73,"Medium"
1,0.95,"Low"
2,42.13,"Medium"
1,1.25,"Medium"
1,17.27,"Medium"
3,67.35,"Low"
3,52.9,"Medium"
1,33.63,"Low"
1,33.63,"Low"
1,3.62,"Low"
1,18.08,"Low"
1,0,"Low"
1,0,"Low"
1,0,"Low"
1,2.38,"Low"
1,10,"Low"
1,12.68,"Low"
1,3.47,"Low"
1,21.42,"Medium"
1,1.87,"Medium"
1,0,"Low"
1,10,"Low"
2,13.42,"Medium"
1,60.65,"Low"
1,0,"Low"
0,47.15,"Low"
1,4.23,"Medium"
1,4,"Low"
0,1.23,"Low"
1,7.13,"Medium"
2,17.47,"Low"
1,15.35,"Low"
0,0.15,"Low"
0,0.15,"Low"
1,154.63,"Low"
0,0,"Medium"
0,0,"Low"
1,34.48,"Low"
0,2.27,"Low"
1,0,"Medium"
0,0,"Low"
1,20,"Medium"
1,0,"Low"
1,22.37,"Low"
0,0,"Low"
0,0.53,"Low"
2,0,"Low"
1,45.17,"Low"
1,17.47,"Medium"
0,0,"Low"
0,0,"Low"
3,782.38,"Medium"
0,0,"Medium"
1,1.1,"Low"
1,97.23,"Low"
0,0.13,"Low"
0,0.13,"Low"
4,90.65,"Low"
0,7.47,"Medium"
1,7.48,"Low"
1,8.35,"Low"
0,8.33,"Medium"
0,8.32,"Medium"
0,8.32,"Medium"
5,15.88,"Low"
0,0,"Low"
1,54.13,"Low"
4,257.03,"Medium"
3,5.35,"Medium"
1,48.25,"Low"
3,41.12,"Medium"
0,1.08,"Low"
1,43.5,"Medium"
0,0.57,"Low"
0,0.5,"Low"
0,0.57,"Low"
0,0.55,"Low"
0,0.57,"Low"
0,0.57,"Low"
0,0.53,"Low"
0,0.53,"Low"
0,0.52,"Low"
0,0.52,"Low"
0,0.5,"Low"
0,0.5,"Low"
1,0.38,"Low"
1,29.92,"Low"
1,59.02,"Low"
0,4.85,"Low"
1,83.18,"Medium"
2,1572.68,"Low"
0,0.1,"Medium"
3,11.74,"Low"
1,20.98,"Medium"
1,4.97,"Medium"
1,2.02,"Medium"
3,1673.18,"Medium"
1,2.02,"Medium"
1,57.95,"Low"
1,10.27,"Medium"
0,1.47,"Low"
0,1.43,"Low"
0,1.43,"Low"
0,1.43,"Low"
0,1.42,"Low"
0,1.42,"Low"
0,1.4,"Low"
0,1.4,"Low"
0,1.38,"Low"
0,1.38,"Low"
0,1.37,"Low"
0,1.38,"Low"
1,82.33,"Low"
1,0.23,"Low"
2,1400.26,"Low"
0,0.85,"Low"
1,2.2,"Low"
1,0.38,"Low"
1,2.4,"Low"
1,11.47,"Medium"
1,0.85,"Low"
2,10.29,"Low"
1,11.35,"Medium"
1,0.98,"Low"
1,26.25,"Low"
2,88.92,"Medium"
1,0.53,"Medium"
3,10.1,"Low"
1,1,"Low"
1,10.13,"Low"
1,1.27,"Low"
3,65.1,"Medium"
2,12.81,"Low"
0,1.13,"Low"
1,9.16,"Low"
0,10.05,"Low"
0,10.02,"Low"
0,9.92,"Low"
0,9.74,"Low"
0,9.69,"Low"
0,9.67,"Low"
0,9.65,"Low"
0,9.62,"Low"
0,9.59,"Low"
0,9.5,"Low"
0,9.49,"Low"
0,9.48,"Low"
1,0.35,"Low"
2,3.85,"Low"
1,2.92,"Medium"
1,1440.78,"Low"
1,4.32,"Low"
1,31.07,"Low"
1,148.37,"Low"
1,1.25,"Low"
1,0.25,"Low"
1,79.16,"Low"
1,32.82,"Medium"
1,19.28,"Low"
2,15.58,"Low"
1,0.58,"Low"
2,7.58,"Low"
1,86.36,"Low"
1,0.38,"Low"
2,47.7,"Medium"
1,764.2,"Low"
1,25.36,"Low"
2,44.75,"Low"
1,7.97,"Low"
1,1.03,"Low"
1,5.1,"Low"
0,2.35,"Low"
1,0.98,"Low"
1,117.12,"Low"
0,6.9,"Low"
0,6.86,"Low"
5,35.08,"Low"
1,539.68,"Medium"
1,0.28,"Low"
2,8.63,"Low"
1,1.62,"Low"
0,3.73,"Low"
0,3.65,"Low"
0,3.62,"Low"
0,32.45,"Low"
1,12.83,"Low"
2,5.31,"Low"
0,70.95,"Medium"
2,1.9,"Low"
0,1.28,"Low"
1,595.13,"Medium"
2,1.35,"Low"
2,19.52,"Medium"
1,1.57,"Low"
1,4.85,"Low"
1,5.78,"Low"
1,6.53,"Medium"
4,194.52,"Medium"
1,1.22,"Low"
2,1.37,"Low"
2,55.54,"Low"
0,40.92,"Low"
1,1.15,"Low"
0,0.92,"Low"
0,3.25,"Low"
1,3.5,"Low"
1,0.32,"Medium"
0,22.91,"Low"
0,12.13,"Low"
1,26.18,"Low"
1,9.41,"Low"
0,1.1,"Low"
0,2.22,"Low"
1,5.5,"Low"
1,9.9,"Low"
1,63.1,"Medium"
1,117.54,"Low"
1,2.48,"Medium"
0,0.87,"Low"
1,9.28,"Low"
0,1.76,"Low"
1,3.03,"Low"
2,3.43,"Low"
1,1.41,"Low"
0,0.6,"Low"
1,17,"Low"
0,1.35,"Low"
0,7.64,"Low"
0,50,"Low"
0,45.38,"Low"
1,55.2,"Low"
1,10,"Low"
1,1.05,"Low"
2,140.55,"Low"
1,133.58,"Medium"
1,0,"Low"
0,0,"Low"
1,0,"Low"
1,0,"Low"
1,21.63,"Medium"
3,17.08,"Low"
1,27.23,"Low"
1,0,"Low"
1,61.32,"Low"
1,17.03,"Medium"
1,4.52,"Low"
0,0,"Low"
0,2.77,"Low"
NA,NA,NA
1,0,"Low"
1,173.35,"Medium"
0,0,"Low"
1,173.27,"Medium"
1,2.25,"Medium"
1,3.03,"Low"
0,0,"Low"
1,18.33,"Low"
3,181.08,"Medium"
1,4.07,"Low"
1,0,"Low"
1,103.75,"Low"
4,15,"Medium"
1,299.72,"Low"
0,0,"Low"
1,57.25,"Low"
1,133.42,"Medium"
1,173.52,"Medium"
1,524.28,"Low"
0,1.4,"Low"
2,44.15,"Low"
1,45.87,"Low"
1,0,"Low"
0,0,"Low"
0,0.18,"Low"
0,0.17,"Low"
1,0,"Low"
1,174.52,"Medium"
1,3.63,"Low"
0,0,"Low"
1,0,"Low"
0,25.28,"Low"
0,0.75,"Low"
2,143.4,"Low"
1,4.02,"Low"
0,174.07,"Low"
0,0.82,"Low"
5,8.8,"Low"
3,8.07,"Medium"
1,87.73,"Low"
0,0.92,"Low"
0,0,"Low"
0,1.07,"Low"
0,1.08,"Low"
1,0.23,"Low"
1,5.65,"Low"
1,0.27,"Low"
0,0.47,"Low"
1,12.25,"Low"
4,5.9,"Low"
1,1.93,"Low"
0,0.72,"Low"
0,0.73,"Low"
0,0.63,"Low"
2,2,"Low"
0,0.42,"Low"
2,2.38,"Low"
0,0.55,"Low"
0,5.75,"Low"
1,163.42,"Low"
0,0.32,"Low"
0,0.3,"Low"
0,0.12,"Low"
1,5.95,"Low"
1,0.68,"Low"
2,29.78,"Medium"
1,2.33,"Low"
1,108.24,"Low"
0,0.05,"Low"
3,19.85,"Low"
4,10.02,"Low"
2,5.93,"Low"
1,20.66,"Medium"
0,0.15,"Low"
1,133.5,"Medium"
2,116.16,"Medium"
1,0.22,"Low"
1,423.27,"Medium"
1,3.35,"Low"
4,2158.73,"Medium"
0,0.05,"Low"
0,0.03,"Low"
0,0.67,"Low"
2,41.35,"Medium"
0,27.95,"Low"
1,1.62,"Low"
1,15.45,"Low"
1,7.68,"Low"
0,0.08,"Low"
0,0.27,"Low"
1,91.95,"Medium"
5,48.72,"Medium"
2,13.32,"Low"
0,0.8,"Low"
1,18.55,"Medium"
1,1.3,"Low"
1,1298.37,"Low"
1,0.75,"Low"
1,14.95,"Low"
1,14.85,"Low"
0,0.03,"Low"
1,72.22,"Low"
0,0.5,"Low"
1,114.87,"Medium"
1,0.37,"Medium"
1,4.08,"Medium"
0,49.32,"Low"
0,1,"Low"
1,1.17,"Low"
1,16.69,"Medium"
1,0.77,"Low"
3,1.75,"Medium"
2,8.3,"Medium"
1,43.88,"Medium"
0,0.65,"Low"
1,37.38,"Medium"
1,5.13,"Medium"
1,1.2,"Low"
0,1.2,"Low"
3,1175.05,"Medium"
1,0.45,"Low"
2,461.5,"Medium"
1,0.25,"Low"
1,3.05,"Medium"
2,2.88,"Medium"
1,0.8,"Low"
3,1.75,"Low"
1,526.3,"Low"
0,1.95,"Low"
2,1.25,"Low"
3,96.35,"Medium"
1,19.73,"Low"
0,0.67,"Low"
2,0.55,"Medium"
1,38.18,"Medium"
1,134.78,"Low"
2,462.33,"Low"
2,1.23,"Low"
1,100.38,"Low"
1,0.53,"Medium"
0,2.22,"Low"
0,2.2,"Low"
0,22.43,"Low"
0,2.18,"Low"
1,6.68,"Low"
1,283.47,"Low"
1,283.47,"Low"
1,99.65,"Low"
1,17.68,"Medium"
2,1.35,"Medium"
0,0.15,"Low"
0,1.2,"Low"
0,0.35,"Low"
1,76.74,"Low"
0,4.25,"Low"
1,100.81,"Medium"
0,0.25,"Low"
0,4.3,"Low"
0,3.55,"Low"
0,2.96,"Low"
0,0.38,"Low"
0,2.32,"Low"
0,3.52,"Low"
2,0.82,"Medium"
2,13.14,"Medium"
1,20.07,"Medium"
0,1.12,"Low"
2,173.75,"Low"
1,12.9,"Low"
1,41.2,"Low"
1,1.48,"Low"
1,1.13,"Low"
0,4.8,"Medium"
1,2.77,"Low"
0,0.73,"Low"
3,21.67,"Low"
1,2.17,"Medium"
1,0.47,"Low"
1,114.13,"Medium"
0,0.25,"Low"
1,7.69,"Low"
1,418.2,"Low"
0,0.97,"Low"
0,705.5,"Low"
1,15,"Low"
2,1.32,"Low"
0,0.82,"Low"
0,0.15,"Low"
0,0.38,"Low"
1,0.7,"Medium"
0,0.32,"Low"
0,0.23,"Low"
1,25.4,"Medium"
0,0,"Low"
1,0,"Low"
0,0,"Low"
0,0,"Low"
1,28.98,"Low"
0,2.77,"Low"
0,2.77,"Low"
1,174.22,"Medium"
1,2,"Medium"
0,2.75,"Low"
0,2.75,"Low"
1,36.67,"Medium"
1,6.92,"Medium"
0,2.73,"Low"
0,2.72,"Low"
1,0,"Medium"
3,5.82,"Medium"
1,0,"Low"
0,2.72,"Low"
0,2.7,"Low"
0,4.63,"Low"
1,0,"Medium"
0,2.68,"Low"
0,2.68,"Low"
1,0,"Low"
1,921.68,"Medium"
1,28.6,"Low"
0,1.5,"Low"
1,748.97,"Medium"
0,4.98,"Low"
4,58.72,"Medium"
0,0.47,"Low"
1,0,"Low"
1,21.65,"Low"
0,10,"Medium"
0,3.2,"Medium"
5,26.25,"Low"
1,164.62,"Medium"
1,164.67,"Medium"
0,10,"Medium"
0,3.2,"Medium"
1,24.08,"Medium"
1,6.58,"Low"
1,34.27,"Medium"
1,6.22,"Low"
1,0.43,"Low"
1,164.7,"Medium"
1,0.43,"Low"
3,1889.87,"Low"
1,36.23,"Low"
1,27.07,"Medium"
0,0,"Medium"
1,27.8,"Medium"
1,10.68,"Medium"
0,0.42,"Low"
1,9.55,"Low"
2,0.67,"Low"
3,24.6,"Medium"
1,3.8,"Low"
1,119.07,"Low"
2,0,"Medium"
1,30.93,"Low"
1,0,"Low"
1,17.07,"Low"
1,0,"Low"
1,96.48,"Low"
1,0,"Low"
0,0,"Medium"
2,3.12,"Medium"
0,1.02,"Low"
0,1.02,"Low"
0,0.4,"Low"
0,0.38,"Low"
1,10.17,"Low"
1,0,"Low"
0,0.92,"Low"
0,7.77,"Medium"
2,13.37,"Medium"
4,39,"Medium"
0,164.37,"Low"
0,3.25,"Low"
1,0.65,"Low"
1,4.35,"Low"
1,95.42,"Low"
0,0.12,"Low"
1,0.47,"Medium"
0,1.38,"Low"
0,0.17,"Low"
0,0.05,"Low"
1,3.73,"Low"
0,0.63,"Low"
1,2.83,"Low"
0,0.7,"Low"
0,33.42,"Medium"
0,18.5,"Medium"
0,0.72,"Low"
0,0.6,"Low"
5,2.1,"Medium"
0,0.18,"Low"
0,0.1,"Low"
1,684.25,"Low"
0,0.4,"Low"
1,10.23,"Medium"
1,0.18,"Medium"
2,0.45,"Low"
1,7.08,"Low"
5,190.25,"Medium"
1,5.33,"Medium"
1,8.11,"Low"
